,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
200501,-6.3511,-4.3291,-4.2575,-3.2042,-1.334,-5.2833,-4.2306,-2.5083,-3.2447,-2.766,-3.6002,-4.0575,-3.6216,-0.3707,-2.7908,-2.8514,-3.4035,-2.835,-1.9956,-2.6225,-3.1341,-1.9252,-1.1184,-1.9397,0.3739
200502,-1.1157,0.0502,-0.4094,0.7101,3.0465,1.9026,1.9402,3.2378,3.7935,2.3676,1.0919,2.5093,3.0972,1.951,4.1454,2.333,2.2652,3.9764,3.1978,3.2542,0.9674,4.4706,2.4167,0.5174,5.0656
200503,-6.2257,-2.3588,-3.0232,-2.7653,-2.3613,-4.4996,-2.4468,-2.2902,-0.6543,-0.0758,-1.6539,-2.2624,-2.6706,-2.3021,-0.7589,-1.8456,-0.8097,-0.231,-1.3109,-0.9625,-1.1221,-3.8645,-0.8358,-0.0407,-0.5454
200504,-5.7587,-6.7777,-5.408,-6.3996,-6.3368,-7.663,-6.0679,-6.499,-6.0831,-4.949,-5.0614,-4.5118,-5.193,-4.8969,-4.7741,-3.9153,-4.4188,-4.4593,-2.8434,-2.001,-1.1971,-1.8467,-2.8146,-1.1286,-2.6218
200505,6.6675,6.4885,5.2109,4.3211,4.6088,9.2797,8.1251,7.3251,5.4584,7.0257,6.1815,6.328,5.344,4.1283,6.6687,6.0982,6.2725,5.159,6.2309,5.3903,3.9002,2.0842,1.9276,2.3482,4.2088
200506,3.8688,4.0149,3.6058,4.3355,5.5294,1.8757,4.108,4.0432,4.2685,5.3845,1.9185,2.8047,2.7555,4.481,3.5169,0.9918,1.9892,3.6713,4.509,2.7887,-1.6082,1.1572,2.1186,1.3035,3.2827
200507,7.6638,8.4358,6.7607,6.7318,6.8948,7.4062,6.8131,7.7637,5.9683,5.4074,4.8573,6.403,6.047,5.7755,3.2523,6.2172,5.682,4.878,6.8298,4.6996,4.5081,3.1669,1.8719,2.3334,4.2129
200508,-2.8269,-0.7704,-0.5787,-1.3356,-0.676,-2.6672,-1.1834,-1.2051,-1.8864,-1.8878,-2.3996,-0.7808,-0.7795,-0.666,-0.8503,-2.0337,-0.1137,0.1187,0.4388,-1.696,-1.6044,-1.0949,-0.2833,0.5806,-0.3609
200509,1.0801,1.732,0.6858,0.8839,-0.7914,0.2896,1.619,0.9333,-0.4677,1.1846,-0.8452,2.1118,1.3917,-0.5814,0.6346,0.2293,0.2898,1.7205,2.8518,2.3128,-0.2752,1.2037,2.1944,0.9858,2.1945
200510,-3.4999,-3.9512,-2.5746,-2.3916,-2.0251,-3.722,-1.9588,-2.8742,-2.7831,-2.4256,-2.9379,-4.3707,-1.9355,-3.7029,-3.2744,-1.2367,-3.6484,-2.9391,-4.4063,-3.0658,-0.1792,-3.3364,-1.7019,-0.8183,-1.1172
200511,5.2555,3.9813,4.9765,3.9946,3.875,5.1414,4.685,4.7076,4.6122,4.3776,7.1278,6.3573,3.8298,4.5915,1.2664,5.2392,4.7535,3.1189,3.8675,4.3834,3.665,4.1078,3.7581,3.4366,2.3469
200512,-0.3553,0.2162,-0.5161,-0.0453,0.8494,-0.0458,-0.7897,-0.2348,-0.8374,-0.7249,1.005,0.7239,0.5995,0.5688,-0.6026,0.1954,1.495,2.4068,1.7716,0.4768,-0.8727,-0.1506,0.9799,0.8429,-0.4712
200601,11.8163,9.2815,8.4608,8.3481,8.1962,7.1748,9.4004,9.8331,9.759,7.3734,6.0178,8.2628,7.4171,6.473,6.172,4.9735,5.6804,4.275,4.2953,4.0553,0.9559,3.241,2.3347,3.8701,3.7972
200602,-0.486,0.5351,0.2384,-0.3629,0.0764,-0.1636,-0.668,-0.8585,-0.4152,-0.4871,0.4599,-1.2348,-0.1948,-2.4868,-0.5059,0.1999,-0.2387,-0.5514,-1.722,1.7766,0.0742,0.3146,0.493,0.6386,-1.1744
200603,4.0659,4.7901,5.2256,4.8241,6.9203,3.237,4.7685,6.9152,4.1658,4.9442,4.7529,4.4229,3.0128,1.7927,2.2661,3.1908,2.6664,2.8044,2.4218,2.2151,0.809,2.1095,1.4535,0.7919,0.8154
200604,-1.0342,-1.4663,-0.2677,0.8548,1.5818,-0.4398,1.7544,2.3123,-0.4861,1.3882,-0.8641,-0.8135,1.9618,0.8396,1.5795,0.5657,1.0534,0.3804,1.8051,3.5911,-0.5666,1.7921,1.7086,3.0826,5.3455
200605,-9.4838,-6.0464,-5.2256,-4.482,-3.9139,-6.0648,-6.5003,-3.8116,-5.2134,-3.2542,-5.8509,-5.3712,-3.6021,-3.4848,-2.7615,-5.3089,-3.1667,-1.567,-3.5272,-2.8812,-2.7111,-2.9771,-2.3756,-1.3546,-2.5715
200606,-0.9003,-0.4411,-1.5047,-0.0027,-0.2267,0.1804,1.5299,-0.4111,0.7651,-0.4233,-0.5801,-0.4321,-0.4231,-0.2652,-0.0431,-0.4664,-2.3484,-0.3566,0.3806,-0.9193,0.4202,-0.6468,1.0545,0.1749,1.3871
200607,-5.8386,-3.7161,-3.5836,-2.1738,-2.4876,-5.1567,-4.7605,-3.1798,-1.4511,-3.4479,-6.5354,-3.0822,-3.8404,-1.8453,-1.3856,-4.7922,-2.9648,-2.6107,-3.1225,-0.9798,-1.0428,1.3929,2.2494,2.1638,2.8351
200608,3.5602,2.4704,3.3302,2.2797,2.8604,3.0381,2.7425,3.4322,3.4486,1.4263,2.479,1.9243,1.9935,2.7874,2.5597,0.9735,3.6178,1.0253,2.9657,2.6693,3.9022,2.714,2.0554,0.0563,-0.2018
200609,-0.1828,0.0177,0.0499,0.4259,2.1819,0.6505,1.5102,1.2192,1.9695,0.8639,1.8222,0.5354,1.8089,0.541,0.9822,1.941,2.5469,1.2569,1.5604,0.6879,2.4973,2.8955,2.1428,2.3182,4.2822
200610,7.1933,6.2069,6.1244,4.9427,5.0152,6.3919,5.6699,4.478,4.6134,4.6822,5.5801,4.6777,3.4269,3.4553,5.4019,4.6697,4.6071,2.5746,3.6349,2.5186,3.4931,1.788,3.2147,4.1528,4.5885
200611,0.9924,3.5495,1.7072,1.9363,2.7404,2.0462,2.8674,2.6128,3.3911,2.6505,3.5671,4.2385,4.0054,4.0569,3.5616,3.9544,3.5998,3.6106,2.6804,4.4915,1.1249,2.5882,1.8964,1.9772,0.0539
200612,0.6104,0.257,1.5198,2.4217,3.5868,-1.9465,-1.1507,1.0339,0.273,1.797,-0.7719,-0.1943,0.8494,0.8012,0.9102,-1.1619,0.3007,0.0157,1.7169,2.5367,0.1679,1.3431,3.2353,2.6025,3.0924
200701,1.4713,0.4749,-0.0141,0.233,3.0512,2.4787,1.1746,1.099,1.3077,2.5234,4.5751,2.4005,2.0285,3.2555,1.1607,4.6295,3.2238,2.3576,2.404,1.2768,2.2672,0.6789,1.2323,0.7152,2.6048
200702,-0.8227,-0.6758,-0.864,-0.6402,-0.1773,-0.8659,-0.2795,0.7051,-1.5788,0.3334,0.5633,0.4343,1.831,-0.2262,0.6272,-0.5237,0.3177,0.7146,0.878,0.3196,-2.393,-1.3003,-3.1845,-1.25,-3.0891
200703,0.4484,-0.0839,1.0866,1.3575,0.6703,1.1489,1.1341,0.1275,0.6643,-0.7579,2.8734,2.761,1.5888,0.7998,0.6412,1.4622,0.8953,0.7801,-0.1119,3.1924,0.7041,1.0463,2.3189,1.4181,-0.4976
200704,3.2973,0.8765,0.0724,0.219,1.5381,2.2661,2.544,1.9589,0.7686,1.8452,4.4327,3.7698,4.5391,2.5454,2.0736,4.3647,4.7121,4.9931,4.1581,2.7107,5.4346,3.8745,3.9342,2.3863,4.791
200705,2.2264,3.5938,2.3054,3.1947,2.8356,3.5064,4.3219,4.4634,1.6768,3.8832,7.2615,5.3773,5.1015,3.9429,3.5114,4.6061,3.2638,4.9919,4.3461,2.2859,2.7979,4.1364,4.157,3.058,2.6759
200706,0.356,-0.3012,-0.9799,-0.5525,0.187,-1.2424,-2.0359,-1.0479,-2.6518,-2.019,-1.0936,-0.1133,-0.3272,-1.4946,-3.13,-0.9348,-1.6713,-2.4571,-3.5813,-1.8998,-1.717,-0.265,-2.1256,-2.7856,-2.2027
200707,-5.4683,-6.7834,-6.229,-6.8116,-7.8412,-4.4279,-6.2473,-4.9773,-7.6237,-9.1802,-3.1494,-3.449,-5.0193,-6.2606,-6.4572,-3.1553,-3.8399,-4.5927,-5.4631,-8.5369,-0.9969,-1.5265,-4.2653,-5.5186,-4.8904
200708,1.0042,0.7163,1.4687,1.304,-3.2945,2.3943,2.6567,2.6407,3.2909,-0.7175,-0.4137,2.7742,0.1412,-0.0569,-2.5002,1.1019,0.8478,-1.2961,-0.8952,-1.3773,1.8287,2.3076,1.8084,2.0374,0.0726
200709,2.1635,2.6207,0.4889,0.8949,-1.1206,3.0939,0.873,0.5737,0.6328,0.0012,3.521,3.357,1.9026,1.5582,1.3606,3.6148,3.4472,0.519,1.802,0.2101,5.227,3.351,2.9338,2.3286,4.2073
200710,3.5006,1.321,-0.0445,0.6922,-1.3447,3.4971,4.131,0.5204,2.3365,-0.0176,4.4774,2.0268,4.0124,0.6744,3.5636,3.1788,2.1523,1.3766,2.0654,-3.2866,4.2541,1.7631,1.0373,0.1846,-0.4321
200711,-9.8952,-8.5154,-7.8802,-7.5127,-9.1834,-6.6442,-7.2343,-6.4569,-6.3533,-8.3134,-5.4286,-7.1398,-5.9664,-5.8817,-4.5808,-4.6301,-4.2033,-7.6553,-5.3263,-6.81,-3.3111,-2.3852,-5.5217,-5.145,-5.4514
200712,-0.9736,1.0349,-1.7553,-0.5006,-1.1607,1.2694,-0.0574,0.3023,0.1468,-0.5858,-1.1952,-1.2108,-0.414,-1.1019,-0.7849,-0.0327,1.0082,-3.8825,-2.3239,-2.6847,-0.1845,-0.9476,-0.7707,-1.7436,1.3036
200801,-11.3129,-8.5729,-7.0155,-5.0222,-4.777,-9.5491,-7.1251,-7.5807,-2.913,-4.3951,-6.0907,-6.0827,-6.2156,-2.7563,-6.5711,-6.8389,-7.5534,-2.729,-5.482,-2.7951,-8.154,-5.245,-4.3197,-2.8341,-4.5634
200802,-5.8075,-3.7176,-5.1105,-2.513,-3.981,-4.8201,-1.444,-1.7757,-3.6723,-3.3044,-2.9153,-1.3491,-2.7369,-1.1174,-2.9634,-0.4786,-1.355,-2.9206,-3.4861,-5.977,-2.3156,-1.848,-3.9292,-5.4303,-5.3707
200803,-3.6929,-1.3415,1.7285,0.3519,-0.5064,-0.3815,0.9134,1.8477,1.7823,0.7294,-3.2843,1.0729,-2.021,-1.351,-0.4241,-0.0675,-1.8682,-3.0542,-2.2286,-0.8407,-0.0932,2.4886,-3.6605,-3.7411,1.1015
200804,3.5685,3.7416,1.0008,0.0014,0.7866,2.5241,3.9264,3.294,2.6598,1.2313,6.7456,7.3262,8.3912,9.9741,7.579,6.5591,6.438,5.3651,7.4286,2.5826,4.4291,1.2305,7.4533,3.5908,6.181
200805,5.6473,4.5971,2.5018,3.0557,1.8359,6.7393,3.6108,8.2047,5.133,2.9105,3.634,3.8681,7.7822,5.116,4.6029,4.2925,5.2867,4.2257,4.3864,3.3946,2.7776,0.077,0.7787,-1.9184,1.8479
200806,-6.1716,-8.5038,-11.1557,-7.2197,-9.9874,-7.2557,-7.2534,-5.3387,-8.1491,-10.4572,-7.5903,-7.6983,-6.3306,-9.1722,-4.3888,-5.8416,-9.8313,-7.5874,-7.2619,-15.0744,-6.225,-9.0907,-8.3331,-14.2974,-10.0474
200807,5.0218,4.3755,5.3689,6.7318,3.1961,1.9245,2.4917,4.4378,4.999,5.8362,0.5432,-0.8804,1.6176,-0.59,5.4993,-0.9731,-1.0485,-7.0745,-2.4853,-2.5074,-1.6906,-1.3091,-1.9246,3.3685,8.114
200808,1.015,3.5509,2.3511,3.4758,6.513,4.3933,4.338,4.3224,5.7158,11.2888,2.7065,3.6781,4.7867,1.9617,5.8698,0.7167,2.3962,2.7806,4.1753,2.178,1.1098,1.5099,1.9619,-1.8653,-0.3483
200809,-13.2486,-9.5154,-8.1515,-4.4199,-6.1264,-9.2495,-8.2869,-7.3559,-3.7152,-7.325,-14.1053,-11.699,-7.122,-7.6961,-5.9062,-13.9894,-13.1051,-13.49,-10.4591,-8.9322,-9.5097,-8.7065,-7.0619,-7.1802,-3.8912
200810,-23.5257,-19.6845,-19.4292,-15.7378,-21.3578,-22.686,-23.1987,-18.5427,-18.2007,-23.1272,-22.9431,-19.7784,-16.6133,-19.6877,-21.1968,-20.7496,-20.5486,-25.6776,-21.5963,-17.5374,-14.8278,-14.8284,-14.0204,-27.4801,-13.5312
200811,-13.0401,-11.7034,-13.1004,-11.5094,-15.8714,-10.6063,-11.8067,-10.8559,-9.3397,-17.0631,-12.1871,-10.612,-8.7892,-9.0671,-6.6991,-8.3483,-9.187,-8.6814,-8.2427,-16.1891,-5.8025,-4.964,-6.5956,-14.74,-17.8346
200812,2.7903,5.7666,6.3145,2.7833,3.9509,4.0451,4.3538,6.958,6.2345,6.6437,7.6856,4.1055,1.7635,1.9477,9.8683,4.2624,6.7685,1.8241,3.7407,2.1867,1.3703,1.1863,0.5002,-2.0347,3.7101
200901,-6.8703,-8.3483,-9.0179,-15.3106,-15.1248,-6.6167,-7.1711,-10.4699,-14.5233,-17.8612,-5.9784,-8.5748,-8.3981,-7.726,-18.005,-4.4467,-6.6011,-6.6385,-8.8446,-16.5117,-3.6612,-9.1478,-10.7557,-19.517,-14.3186
200902,-11.1247,-10.4638,-12.2252,-13.4088,-14.743,-10.296,-8.3138,-10.4184,-14.9113,-19.8024,-6.2867,-10.401,-9.7668,-13.0796,-10.9297,-6.4566,-9.3927,-11.3072,-13.4037,-13.6299,-7.4709,-9.9695,-12.2499,-19.1302,-12.3397
200903,11.0765,10.9832,10.9229,7.5943,10.4273,8.9058,9.9611,9.7109,7.6678,14.4778,9.1339,9.274,10.0361,8.4953,13.5618,8.0759,9.6773,8.9544,9.5828,10.1236,8.3705,7.9192,9.2914,13.3909,10.9305
200904,19.1532,15.744,15.8609,17.344,16.1712,15.813,18.8679,14.8182,14.0918,19.0292,13.6475,19.6173,12.7626,16.2618,16.0133,11.528,14.0722,15.5321,15.0181,17.2608,6.8251,6.8858,11.595,14.5869,20.2523
200905,6.1375,4.9003,5.9277,4.5469,3.422,4.5026,3.2964,1.6954,1.0751,5.3552,3.5021,1.1218,3.0502,2.0116,-1.5039,3.7892,2.7459,4.0825,9.5208,4.1143,4.9098,5.7656,5.1095,7.0806,9.9297
200906,7.733,5.2995,4.8243,2.3115,3.3275,6.289,1.8318,0.8183,-1.435,0.3081,2.0318,0.6867,-1.5234,0.9801,-0.1151,1.992,0.6972,-0.6927,-1.2741,-0.3317,1.741,-1.4619,-0.2137,-0.7144,-2.7735
200907,8.667,7.1684,9.2465,9.5938,13.4136,5.9733,7.8414,11.2602,11.7742,12.8743,7.0723,9.6073,10.5902,11.7803,15.5735,8.2237,7.5079,9.3016,11.3636,11.1443,6.0119,9.0296,7.0136,8.57,9.4522
200908,2.954,1.556,3.5007,3.9068,10.237,0.0244,2.1262,2.1826,3.0783,8.6785,1.0489,1.0128,3.8085,3.9576,11.6487,2.0384,4.3353,3.0496,6.5055,15.2471,1.174,3.8502,3.2301,7.3903,12.0127
200909,4.5661,5.8441,4.594,6.9575,8.7213,7.9799,6.6042,5.9141,6.8877,7.6763,6.7652,4.095,6.67,7.4523,7.389,6.6941,5.6025,5.9616,5.5809,8.589,3.4571,3.509,2.6401,4.8789,2.5773
200910,-10.5919,-7.5691,-6.5124,-8.0641,-9.0234,-7.2995,-5.9396,-6.3591,-8.5814,-10.3642,-4.9902,-3.426,-5.5136,-5.9164,-9.0859,-4.577,-2.7517,-4.1684,-7.0074,-6.3073,0.3507,-2.0154,-2.0081,-3.1345,-9.4171
200911,-0.4863,-0.4811,2.5875,1.7263,1.5987,2.5799,1.2265,1.8832,3.6636,5.5404,3.1586,3.2709,2.4353,6.1957,6.6742,4.7136,4.7737,4.2869,3.8731,4.2278,7.1055,5.7268,3.5644,4.6705,4.2643
200912,6.1431,8.7257,7.4962,8.0395,10.0006,9.4121,10.0853,8.7729,7.1207,9.3109,6.9805,7.2361,6.945,7.8538,7.9007,6.3122,4.4269,7.8178,5.1482,6.383,0.8603,2.2501,4.1202,1.9739,-3.0466
201001,-4.1791,-5.5078,-4.423,-3.5323,-1.1521,-3.1393,-2.7568,-1.0464,-3.346,-3.8978,-3.6203,-3.4786,-4.3017,-3.3145,-2.8114,-3.69,-3.8771,-5.6825,-1.6367,-2.049,-4.2563,-3.5541,-0.4819,-4.5691,-2.6562
201002,4.0142,4.3656,4.4712,5.3666,7.0502,2.1041,3.0517,3.0704,6.1887,5.2446,4.202,4.1095,4.5222,6.184,9.1528,4.8874,7.3297,4.1509,3.878,6.7839,2.5983,2.1288,3.7344,4.4789,5.636
201003,6.876,7.0774,7.8422,7.4959,9.7076,6.9624,7.7819,7.7235,7.9416,11.1529,9.4258,6.7726,9.8983,6.7876,7.7812,8.2477,7.1889,7.7434,5.3456,11.987,4.9855,6.0473,5.5926,6.4348,8.2978
201004,6.4954,7.1736,6.0589,9.8896,11.7629,2.0031,5.6743,4.9866,6.7777,7.2545,2.8912,5.4736,2.7872,7.6216,4.7342,4.2967,3.734,3.6871,7.0508,5.1253,0.4357,2.6145,1.2447,-0.517,-0.4879
201005,-6.9375,-5.339,-7.1976,-8.9861,-10.5166,-4.7597,-6.1767,-7.3559,-9.4479,-9.5503,-6.4024,-6.1857,-6.6943,-9.6791,-9.3089,-5.138,-7.997,-8.8054,-7.3128,-8.0337,-7.4157,-8.2974,-8.8912,-8.2064,-8.0934
201006,-6.4891,-7.1029,-6.7781,-7.2138,-11.708,-5.4391,-5.3445,-7.1799,-9.9056,-12.7849,-5.7676,-6.2043,-7.1693,-7.38,-11.6702,-4.5934,-6.226,-7.4582,-7.9479,-9.7849,-3.9357,-6.5225,-3.0519,-7.5242,-9.3367
201007,6.2626,4.787,6.9928,6.6899,5.8097,6.8758,7.8284,6.3776,7.3023,6.3696,6.3408,7.5699,5.2776,8.4327,7.4165,7.1138,6.6235,7.5236,8.9353,6.0597,7.2731,5.5005,7.5123,7.295,5.3348
201008,-8.7155,-8.6159,-8.5057,-9.4975,-9.4254,-5.9488,-8.3499,-7.2411,-7.7323,-8.0375,-4.713,-5.9883,-7.7271,-6.658,-6.937,-4.3629,-4.4486,-5.4861,-4.0695,-6.4425,-3.8147,-4.2166,-1.4086,-6.9452,-8.9422
201009,11.6129,11.4288,12.6541,12.4897,9.9961,15.074,15.0064,13.0016,10.9688,11.5863,12.7494,14.0423,12.2261,11.0918,11.0702,12.5404,11.1004,10.2572,8.0783,10.2859,10.341,8.0215,7.8339,7.6597,6.9888
201010,6.4627,5.7669,5.6703,5.147,3.4239,3.6418,3.8403,4.2233,2.8821,2.6501,4.2571,3.3386,5.043,3.571,4.0518,2.9173,5.0167,2.9652,2.9465,-0.0404,5.0176,3.937,3.797,1.9838,-0.2291
201011,1.5448,3.9462,5.2009,4.9393,3.0262,3.209,4.3831,3.604,3.4802,3.7443,3.948,5.8762,2.1818,4.1306,1.4162,5.0443,3.3751,3.0165,1.2747,-0.0326,-0.8254,1.8402,-1.1714,0.3871,-3.2507
201012,10.1785,7.725,7.7088,8.5225,9.4571,7.9218,6.9634,8.1207,8.3448,9.9416,6.5675,8.1871,8.272,7.1793,7.7986,5.1897,6.7451,8.3136,7.2506,9.7,4.7379,5.7109,6.5494,9.6141,13.92
201101,-2.9375,-1.8958,-1.5939,-0.9158,-1.0107,0.7528,-1.0469,2.6771,0.0785,1.7572,1.6387,1.9395,0.171,3.3448,0.0734,1.7527,3.7909,1.0392,2.5935,0.4652,1.3817,3.5521,1.8346,3.7078,3.3236
201102,1.4921,5.1582,4.2838,4.4501,6.3434,4.9309,8.1672,5.2049,5.6059,5.7232,5.5846,6.4294,4.4413,5.5255,4.5519,4.3503,4.0396,3.7461,4.7433,2.4369,2.1425,3.281,4.7029,4.0837,3.9635
201103,3.5631,4.2364,1.8521,1.6866,1.6247,2.3312,3.3568,2.7328,1.6242,2.8841,4.8819,2.8124,3.3243,2.0909,1.5484,1.7996,3.0435,2.5152,1.8656,-0.1913,0.373,-0.9183,1.8775,-1.3164,-3.2491
201104,2.7136,0.3738,1.0184,1.3041,0.319,4.1909,1.8583,2.3375,2.4275,-0.2013,4.0369,3.6521,3.2647,3.0846,2.1406,3.3845,1.5695,1.5527,3.3355,2.5027,3.6364,4.3715,3.4425,0.2314,1.1186
201105,-1.0409,-1.0166,-1.8462,-4.5272,-2.8622,-2.2193,-0.8171,-0.5801,-3.5496,-3.1227,-1.0121,-1.3739,-1.9181,-3.6494,-0.835,0.1962,-0.4108,-1.4951,-1.9531,-0.1293,-0.1981,-2.0261,-0.896,-2.7143,-3.7511
201106,-4.507,-3.6515,-2.7141,-1.3264,-2.6189,-0.8903,-2.0242,-1.8689,-0.2161,-1.5074,-0.9681,-1.994,-1.6021,-0.9777,-3.9023,-1.4037,-2.0897,-2.929,-1.5703,-2.5214,-1.2129,-1.647,-1.8625,-1.9196,-2.769
201107,-5.0423,-3.0438,-3.3097,-1.1341,-1.3852,-3.5641,-3.5104,-4.9286,-3.5211,-5.2987,-4.9655,-4.1694,-2.9219,-5.2324,-3.351,-4.572,-3.3214,-3.5345,-1.8129,-3.9788,0.1959,-1.8714,-1.4368,-4.103,-5.0688
201108,-11.93,-12.0999,-9.2688,-10.4344,-9.728,-9.8299,-8.3333,-10.1278,-8.0473,-11.1368,-7.7511,-8.2441,-7.8819,-9.2588,-8.3348,-8.124,-7.9986,-8.3787,-7.8655,-6.6511,-3.8538,-4.5578,-7.1321,-2.9445,-11.833
201109,-11.4894,-12.5845,-11.1332,-10.8596,-10.2747,-10.4036,-10.8843,-12.2385,-9.5608,-12.1201,-10.4583,-11.1429,-13.2895,-10.9906,-10.9559,-9.0855,-11.7404,-11.7241,-8.1815,-9.2748,-6.3701,-4.7571,-6.9116,-5.389,-14.1311
201110,12.4939,15.2894,14.3098,14.9342,10.0806,17.9776,14.5784,16.1203,15.5743,15.0425,14.0523,16.4957,16.8766,16.0384,12.3787,15.0916,15.9336,15.2171,11.3025,12.0407,9.3825,10.2685,12.3896,8.587,15.1363
201111,-2.2702,-1.3548,-2.918,-1.321,-0.2083,-0.1882,-1.8469,0.1079,1.7704,0.3282,-1.5911,1.3567,-0.0997,1.0978,-0.0448,-0.6601,-0.1201,1.0244,1.0144,-1.4554,-0.5214,1.1253,0.5336,1.047,-6.567
201112,-0.7181,2.2358,0.7488,1.9601,1.2947,-1.0268,0.953,1.2091,0.62,1.0687,-2.5028,0.0191,0.3135,1.2331,1.5147,-2.6055,0.2501,0.2557,3.6434,-0.1611,-0.5935,1.1737,3.1996,2.7236,0.9304
201201,12.4087,8.1006,7.8586,7.0934,7.6874,8.3201,5.2446,8.0398,5.6878,5.2068,8.6846,4.8267,7.1343,5.6077,3.7564,10.074,6.1033,4.5727,2.4472,4.1612,7.1029,2.305,2.4851,1.3911,10.0236
201202,1.0668,1.1648,1.2885,0.6929,2.8216,4.122,4.1622,0.9961,2.826,4.4866,4.3239,3.5827,3.1134,4.0064,4.9891,4.6368,4.9518,4.2193,3.99,5.9949,5.2542,3.0012,3.7334,4.9053,6.691
201203,2.2027,3.9032,3.5509,3.0547,4.863,1.7161,1.9475,2.9752,3.2861,2.9998,1.4312,1.7277,1.315,1.9145,-0.3044,4.2968,0.3548,-0.1912,1.7829,1.7481,4.0132,2.3402,0.986,3.3278,7.797
201204,-3.952,-1.9384,-1.9988,-1.5283,-0.3111,-0.3469,-1.3228,-2.4907,-2.4311,-1.9202,-2.4849,-0.3827,-1.6311,-0.7565,-0.3643,-0.5671,0.3649,-0.6751,1.2045,-3.075,-0.0742,-0.8126,-0.67,-0.2236,-4.2178
201205,-8.3451,-6.0736,-7.18,-7.9325,-5.0555,-5.9399,-5.3551,-7.7083,-5.7626,-7.1048,-7.0009,-5.9974,-7.981,-6.2613,-6.6192,-7.0182,-8.8622,-9.1601,-6.3936,-5.4882,-6.388,-4.8116,-5.2258,-2.4045,-12.8931
201206,7.3312,7.1861,6.0284,5.507,5.4734,6.8845,4.9458,3.6985,3.0553,5.1558,5.1535,3.2289,1.7805,2.8234,4.3243,0.4177,1.592,3.7232,2.6228,3.2668,2.7675,4.4528,5.5418,5.06,5.6172
201207,-2.368,1.2371,-3.2798,-1.6156,-2.2835,-4.2939,-0.5857,-0.8331,-1.1764,-0.3977,-2.3359,-0.3738,-0.1105,0.8498,-4.3878,-2.6646,0.0645,-0.0037,0.1467,-0.9527,1.4724,2.4539,1.494,1.1006,-1.7322
201208,2.3414,0.5739,4.1571,2.686,3.3584,1.8868,2.5619,2.8372,3.1239,3.8771,5.084,3.5554,4.0805,4.2457,3.6275,4.1234,3.7443,2.8341,3.4321,6.4684,2.0908,2.5261,1.4155,0.5413,6.4423
201209,4.6008,5.7413,4.4748,4.6201,4.6308,5.1949,3.6354,3.4008,3.9096,3.6498,2.8311,1.5367,1.6932,2.7831,3.95,2.1674,1.967,2.3214,2.6648,3.3454,1.7786,2.4211,3.6288,3.2941,5.4359
201210,-5.345,-5.3077,-3.5744,-3.2595,-1.4561,-6.032,-2.4511,-1.2208,-1.7541,-1.1749,-4.3191,0.4562,-0.5691,0.6767,0.3081,-1.0198,0.3785,-0.5148,0.4983,1.3968,-3.4039,-1.3732,-2.5313,-0.3843,3.319
201211,-0.087,1.1931,0.2839,-0.2172,1.078,-0.4878,-0.2093,1.1241,0.4814,2.3518,2.613,3.4959,2.2045,2.5106,-0.21,3.2737,2.5047,-0.0888,0.8806,0.5785,1.2333,0.4894,-0.3977,-0.296,-1.5508
201212,0.2762,3.2889,4.2368,4.6271,4.2826,3.8029,3.5545,3.0016,3.8521,4.8432,2.0825,3.9385,2.3538,2.3623,4.4701,2.3034,2.2384,2.7655,3.9061,3.1186,-1.1471,0.3611,1.3527,2.3094,7.248
201301,6.5671,5.1832,5.444,5.5525,5.6603,7.8258,5.5113,7.4026,6.7796,5.1161,5.2788,6.4194,6.2786,6.7721,8.1234,7.0532,6.5373,7.6347,8.5642,9.0402,3.647,5.7597,5.4731,6.7336,7.3548
201302,-1.6332,0.7141,-0.2992,1.7222,1.4602,1.1109,1.017,1.0674,1.8718,1.1261,0.5291,1.0961,0.95,2.3531,1.0152,0.6333,1.4964,0.9257,1.2088,2.966,1.1365,1.3012,2.0155,2.2337,0.6971
201303,8.115,5.9356,4.923,4.2371,4.4676,5.1576,4.7053,3.8396,4.3357,4.6929,3.8728,4.7832,5.1729,3.3974,5.8157,4.1977,4.3684,4.6024,5.6334,6.1226,3.9577,3.2296,3.5612,4.8625,3.33
201304,-0.0014,-0.4802,-0.9128,-0.6871,0.7049,-1.1305,-1.9121,-1.37,-1.6189,1.5907,-1.6448,0.5537,-1.0013,-0.5469,-1.8484,0.8328,1.0222,0.216,1.7271,1.0776,2.3455,1.1919,1.883,1.6342,2.7547
201305,7.731,4.8969,3.5551,6.4389,4.1503,5.2859,4.5001,5.8155,4.6305,7.6984,2.8594,5.8415,3.7253,5.5479,3.9521,3.8901,3.0847,1.0621,3.5258,4.5444,1.2487,2.505,1.2946,3.3314,8.9309
