,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
197512,-1.0456,-1.1835,-1.0416,-1.3999,-1.1151,-2.6158,-1.4242,0.8843,-0.8227,-2.174,-0.962,-0.7568,0.7039,-0.3661,3.0623,-2.1133,0.6601,0.0699,-0.2575,-0.777,-2.6661,0.9063,0.2316,0.6359,5.2476
197601,15.7314,16.7686,21.2752,22.9707,26.6443,12.8661,16.7209,16.5218,21.3213,26.7608,16.2131,15.0745,16.9233,18.5935,22.2819,12.6126,13.7123,16.4772,18.5357,22.5965,11.0322,9.5119,13.8837,17.0293,15.1633
197602,9.8842,7.4438,10.4069,12.2747,15.8445,7.555,6.3229,7.3282,8.3766,11.323,3.9933,3.7608,5.458,7.3435,13.2638,0.5674,3.1763,4.3648,5.2087,3.9373,-2.3126,1.433,-0.8212,-0.9958,9.4385
197603,3.5615,2.1002,1.9941,0.905,1.542,1.2416,0.7821,0.204,1.0783,2.3572,0.8879,0.8679,1.9737,2.0237,1.9401,0.9726,2.0857,1.4987,1.5558,6.7991,2.9631,3.6794,2.9869,3.1422,-1.0107
197604,-1.4328,-0.7373,-2.7778,-1.0912,-1.7185,-1.0281,-1.6659,-0.6775,-0.8776,-1.6155,-1.5325,0.0313,-0.7339,-0.9315,-0.4912,-1.4709,-1.3075,-0.6629,-2.3307,-3.7347,-2.2602,0.3536,1.6005,0.8333,1.1439
197605,-1.7558,-1.753,-1.3876,-3.6751,-4.7082,-0.9791,-1.838,-0.9485,-2.56,-4.4053,-1.7919,-1.3481,-1.5132,-1.6282,-3.1009,-2.2655,-0.978,-1.0385,-3.978,1.2323,-1.0609,0.5735,-0.9535,-2.0482,1.3821
197606,4.2646,2.2215,2.0677,3.2674,1.9383,2.4278,3.1055,3.3941,3.5126,6.1233,4.5587,5.2847,6.4882,4.6611,8.1334,4.207,5.1005,6.8758,8.2559,3.9052,4.461,3.9709,5.6222,5.8715,2.9431
197607,-1.1215,-1.7409,0.768,-0.2932,1.1032,-1.0767,-0.0595,2.6658,0.229,1.444,-1.5401,-0.5672,0.4915,0.6825,0.3125,-1.66,0.6607,0.3729,1.5539,1.3865,-1.6182,0.2964,0.094,-0.6318,2.6457
197608,-4.3283,-1.6482,-1.1795,-1.4115,-1.5488,-4.4351,-1.9051,-2.6301,-1.0246,-1.5719,-2.6458,-1.3036,-1.0483,-0.1318,-4.1637,-2.71,0.4667,1.5032,-1.2198,0.4324,-0.17,0.5272,1.8051,-0.4754,1.0591
197609,2.2166,1.8704,1.0684,2.1808,1.9563,4.2552,4.0731,2.7091,3.2604,2.0273,3.4624,2.666,2.6629,2.8541,0.8465,2.3539,2.2194,2.7779,2.8765,1.3082,1.5701,4.3409,3.3317,3.7154,-0.6227
197610,-2.7953,-1.4315,-1.6329,-1.5005,-2.3463,-2.7878,-3.1613,-2.3092,-1.4,-1.1058,-3.157,-0.1831,-1.5674,-1.0383,-3.6704,-2.3201,-1.528,-1.1886,-1.6669,-2.946,-2.5131,-2.3831,-0.7275,-3.1003,-4.0107
197611,5.7176,3.2555,1.8966,2.3467,2.8487,2.9855,3.5262,2.7465,4.2058,5.096,3.7852,3.3194,3.2895,4.3822,6.9896,4.3082,3.2863,3.3529,1.8766,1.6837,-1.6614,0.1345,2.1274,1.8017,4.3514
197612,10.8366,9.3871,9.6147,10.8473,10.0787,9.1502,9.3419,9.4946,9.5697,11.1847,6.0037,9.358,8.7854,8.4012,8.0463,6.141,6.9513,7.4911,9.4815,9.5148,3.9547,7.2593,5.6155,7.6121,7.5952
197701,2.8441,4.3531,2.7489,4.5118,5.8478,-0.5336,2.4634,-0.0653,2.0468,3.3028,-2.077,-0.2705,1.0734,1.068,0.6332,-4.4082,-2.6292,-2.5306,0.1456,1.6005,-7.7617,-3.4811,-0.8521,-1.5006,-0.1505
197702,-0.4796,-0.3752,-0.4464,-0.3859,0.392,-1.6448,-1.1806,-0.3948,0.1096,-1.6029,-3.8681,-1.1357,-2.4349,0.3228,-3.4733,-3.0269,-2.0176,-2.0048,-1.9089,-2.2099,-1.2471,-3.3177,-0.6406,-2.3574,-0.9339
197703,0.072,0.2968,1.538,1.4236,1.3204,0.5061,-0.6705,1.3258,-0.3307,-0.5777,-0.0143,1.3561,-0.2303,0.0245,0.7008,-1.862,0.252,0.878,0.565,4.9323,-1.5959,-1.7887,-1.2952,-0.7253,0.2214
197704,1.2529,0.246,1.8093,2.6852,2.6312,1.1036,1.4951,1.202,2.3115,2.8713,0.542,0.7353,2.016,2.5811,2.3493,-0.4598,1.9759,2.6972,3.0755,2.7234,-2.2075,2.2923,1.3257,3.6088,5.9926
197705,-1.77,-0.3147,0.4054,0.0777,1.3458,0.8157,-1.0835,-0.6339,1.0238,-1.7813,-0.4726,-0.142,0.5912,0.4071,0.8235,-0.5012,-0.783,-0.0649,-1.2715,-1.2979,-2.3957,-0.7469,0.5276,-1.3902,-3.0131
197706,5.8033,6.6455,7.1802,5.5189,7.2877,8.4634,6.2014,6.3555,6.046,8.5358,8.6801,6.3987,6.1406,4.7915,5.9213,6.2907,5.1036,4.8825,4.8131,6.1772,5.9968,4.0722,2.8425,5.1489,1.992
197707,1.2442,0.7899,1.2077,0.7467,1.0491,-1.2144,-0.0049,-0.6296,0.7823,0.1513,0.0984,-0.0479,-1.1512,-1.0767,-1.0486,-1.0467,-3.2157,-0.5954,-1.0584,-4.3787,-1.2633,-2.518,-0.9015,-0.0451,-4.873
197708,1.0297,-0.4627,-0.3742,-1.2518,-1.6922,0.6117,-0.7943,-1.4911,-0.9745,-1.3824,1.8346,-1.295,-0.7212,-0.6587,-1.1749,-1.3567,-1.1502,-1.9348,-2.0727,-3.7553,1.1734,-3.4838,-2.9104,-4.8583,-4.2044
197709,2.2663,2.4679,0.8899,1.7289,1.3692,1.1705,0.9361,2.065,0.2407,-1.6599,2.0636,1.5427,1.1712,0.0805,0.6003,0.9639,0.0651,0.8189,0.4754,-1.0462,-0.8796,-0.6765,2.1304,0.4492,-0.1115
197710,-4.5834,-2.4919,-2.3643,-1.0231,-2.2797,-5.2546,-2.6054,-3.8609,0.1342,-1.654,-3.3911,-2.1876,-2.3703,-2.3051,-2.8164,-3.9355,-3.0225,-2.9851,-3.9594,-4.8797,-4.374,-4.2752,-4.964,-2.4555,-3.5959
197711,9.5505,8.3994,8.1503,6.7704,9.1567,8.2528,9.6288,8.8203,7.0882,8.2251,6.849,7.6872,5.8944,5.95,8.8629,7.1893,6.1516,5.4798,7.0216,7.1663,3.5425,3.3874,2.8999,2.9133,4.6905
197712,4.807,3.6435,2.6886,2.3998,1.8345,3.0745,1.7466,0.7463,0.4725,1.6182,1.4954,0.5391,1.9538,0.8786,1.3751,0.4748,0.7848,0.5953,-0.2044,-0.6029,0.0904,1.1095,1.1763,0.3896,1.3481
197801,-1.2023,-3.2597,-1.3123,-1.207,0.2643,-5.3633,-5.4428,-2.5151,-1.9813,-2.4861,-6.8782,-5.2288,-3.422,-3.2446,-1.0624,-6.1383,-6.0835,-5.833,-3.8741,-1.6951,-6.1888,-7.3171,-5.3367,-4.9747,-2.9303
197802,3.2743,3.1195,4.0446,3.313,3.4796,1.7609,1.3873,1.383,2.0223,0.6222,0.6129,1.6581,0.5753,0.5109,1.4006,-1.1344,-0.6556,-0.7863,1.0152,-2.2621,-3.0308,-1.6033,2.4346,-0.9833,-3.6242
197803,8.2732,7.3399,8.0041,6.948,8.1763,5.9874,6.0946,7.7054,6.101,7.7102,5.5302,5.7426,4.7604,4.6529,8.2952,5.0207,4.8176,4.8934,4.4478,4.8519,1.1574,3.9096,3.0408,2.8707,3.3967
197804,10.2548,8.9419,8.4195,7.2551,8.3612,10.0931,7.546,8.189,7.2514,6.6381,10.0166,8.375,7.8141,4.6478,7.0423,8.6674,7.1819,5.3087,5.7611,8.5571,11.9297,8.2579,4.7719,5.0728,5.2775
197805,8.5244,5.9563,8.8205,6.6048,8.0611,7.0421,7.4997,5.2135,3.9175,5.3813,6.2986,5.4844,5.1687,2.1385,3.8984,4.787,3.7563,1.3812,2.4031,3.7529,1.4726,1.1548,-0.045,1.0508,1.9846
197806,0.7888,0.7811,0.0367,0.2237,0.2194,-1.0847,-2.6015,0.4343,3.0986,0.0756,-0.676,-1.0059,0.3414,1.0745,0.991,-1.086,-0.5489,0.2186,0.1955,-0.6362,-1.2448,-2.8532,-2.0635,-1.7974,-0.8089
197807,6.5248,6.2087,6.0502,4.7798,4.845,7.9189,5.885,5.0988,6.0736,6.8811,6.5736,4.9377,4.4353,4.4045,3.9669,6.2061,5.8077,6.5274,5.7157,10.1997,7.4523,4.9821,3.59,4.355,4.7566
197808,9.6779,9.7409,8.4928,7.8787,10.2867,9.0123,7.2307,9.8296,6.8931,9.3781,7.9747,8.4696,6.7064,4.8973,9.7732,7.7458,6.1774,4.1102,4.134,2.8685,2.5816,3.2295,4.4679,2.8865,0.2281
197809,-1.0159,0.2592,-1.912,-0.14,0.237,-1.6413,-1.3762,-1.8842,0.593,-1.8257,-3.4338,-1.306,-0.4685,-0.2974,-0.9108,-3.2801,-2.2757,0.6275,-0.004,-1.2022,-3.2346,0.2259,1.9748,0.3444,0.8932
197810,-26.7177,-23.2799,-21.8749,-18.7343,-21.3657,-24.7592,-18.8526,-18.4783,-14.8199,-19.0331,-19.2378,-18.7,-14.2279,-14.3219,-19.8552,-15.5556,-13.5776,-13.5012,-11.7634,-14.9806,-8.3288,-9.3566,-7.1648,-9.2968,-12.1169
197811,8.69,7.3092,6.8184,4.4469,4.2916,11.3438,5.4127,4.2051,2.8358,6.3329,7.3989,4.9595,4.1622,2.9795,3.3113,4.673,2.5906,3.2048,1.917,2.8042,2.4967,2.7882,3.7571,3.6518,2.546
197812,3.5694,3.2278,2.2743,1.1364,0.6646,3.0187,3.1548,1.6107,2.627,1.9887,2.7616,1.9751,0.3675,1.4436,3.2077,1.1209,1.5401,1.2315,0.8642,0.3007,3.5238,0.9612,0.5591,0.1303,-0.7494
197901,9.9861,9.9822,8.2994,10.557,11.8806,8.8638,8.092,8.0698,7.0691,10.349,6.9902,6.4656,7.9547,7.0598,9.6448,5.7814,5.417,6.0976,8.5349,6.4149,2.2329,4.9676,4.2442,5.3594,7.6381
197902,-2.9202,-3.6762,-2.4006,-2.8008,-1.4186,-2.9918,-3.1186,-2.7646,-3.173,-2.3723,-4.7231,-2.5322,-1.8335,-1.4998,-0.8788,-4.1932,-3.6771,-3.2857,-3.0843,-4.3925,-3.9997,-2.4768,-2.1391,-1.9014,-2.8166
197903,12.1192,9.4539,7.8451,7.3138,8.4817,12.3321,9.0083,8.4397,7.1956,8.3869,10.4284,8.7641,7.8376,8.8293,12.9366,7.4647,7.9577,7.2056,7.6833,9.8478,4.9295,6.1012,4.987,6.1667,6.5187
197904,3.1784,2.6829,2.1935,2.982,3.4986,1.6319,3.0683,1.998,3.2326,2.0085,1.7035,0.4078,2.897,1.925,3.9132,1.962,0.8676,1.2615,0.6747,1.6871,-0.0189,0.6346,-0.2137,1.4916,-0.987
197905,-2.6314,-1.1509,-1.4774,-0.8796,-1.2059,-2.3078,-1.6706,-0.2451,-0.4053,-0.7654,-3.5315,-3.0997,-0.373,0.4666,-2.0991,-0.2773,-1.52,-1.6379,-0.9953,-1.0181,-2.126,-0.8603,-1.2997,-1.7954,-1.3257
197906,6.0231,5.5129,5.2147,4.5843,5.4851,7.4608,5.6385,3.5391,6.0376,8.729,3.5176,4.6244,6.1974,6.3452,6.8312,5.1756,7.3172,6.7392,7.4468,6.197,2.2332,4.7137,5.0669,6.5828,2.7229
197907,2.3532,2.4878,2.7529,3.1948,2.1008,1.9895,2.4834,3.4913,4.8569,3.632,3.0986,3.9912,4.3479,2.8308,5.0907,1.5343,3.4075,2.9568,2.3256,3.1366,-0.4306,1.7685,1.4781,1.1876,3.6669
197908,8.8742,9.2401,6.1766,6.9208,8.1339,8.562,8.6107,7.3589,6.4354,7.2523,9.2914,7.9521,5.6043,5.6257,6.5353,8.5649,5.8137,6.9341,5.098,7.8721,6.1898,7.1424,4.3868,5.381,5.3039
197909,-0.1369,-0.5532,-1.4667,-0.4451,-0.9865,0.8453,0.4823,-2.2308,-1.6131,-1.8003,1.294,-0.0896,-1.4112,-2.9256,-1.5983,-0.4285,0.2493,-0.1205,-2.1387,-1.7109,-1.7541,0.7528,1.6742,0.8354,0.4915
197910,-10.9824,-9.8678,-11.3053,-9.5247,-11.5082,-8.7155,-10.8339,-11.6157,-12.0358,-11.4903,-8.1655,-8.472,-10.2416,-7.4871,-12.3515,-7.588,-7.5301,-8.3184,-10.0754,-10.6222,-6.2493,-5.4508,-5.728,-7.1066,-7.1669
197911,10.9308,8.813,6.0281,5.2173,6.4707,11.1492,7.6642,6.5444,7.7115,7.4093,12.0296,7.1624,6.1793,7.1824,5.3918,9.8695,7.5494,7.4777,5.9168,5.9336,5.2174,7.3553,4.1751,7.1727,1.0008
197912,11.353,8.4575,5.5526,6.782,5.1959,8.578,6.2956,5.6671,3.6999,5.097,5.4871,3.1863,2.8896,2.0438,7.8804,4.5738,3.9833,2.2884,2.0969,4.2755,1.7589,3.7153,-0.1237,0.8442,2.2698
198001,12.7152,10.5915,8.7261,8.8836,10.9633,7.0804,7.348,6.1657,4.6929,9.1895,5.3282,6.5314,6.9958,6.4504,8.9087,7.6467,6.6851,6.7432,0.8061,7.9922,3.3133,7.38,5.7491,7.8196,10.2286
198002,0.5559,-0.1807,-2.4368,-2.0485,-2.0184,-1.4294,-0.39,-2.8254,-4.4425,-1.0687,-0.9922,-3.4433,-4.676,-4.3201,-2.7282,-2.5292,-1.2306,-2.9807,-4.8874,-1.5241,-4.4884,0.961,4.1316,1.6082,2.4902
198003,-22.0778,-19.5397,-17.1187,-15.56,-17.6277,-19.2145,-16.3785,-16.7535,-14.6882,-17.5078,-16.0265,-14.7638,-16.3603,-12.9972,-18.7649,-12.0466,-14.4336,-13.0286,-11.0282,-16.7754,-6.1673,-11.3144,-9.6608,-11.287,-12.8861
198004,6.2679,6.487,6.9044,4.9278,6.215,6.0981,4.9039,6.4584,7.852,3.5798,6.9393,6.7075,7.3839,9.3247,5.9189,4.8136,6.6506,7.3903,8.7485,6.6971,3.0031,3.4965,5.427,7.8773,2.8631
198005,7.1598,6.5188,6.4392,6.6973,7.6454,9.157,10.4197,6.9787,8.0758,10.1036,7.1843,6.8187,8.721,7.8057,8.994,7.6134,7.9519,9.4111,7.2125,9.0255,4.9045,5.3386,5.1092,4.1518,6.1383
198006,4.9792,3.8396,3.7617,4.2287,5.1738,4.4869,6.5598,4.0107,5.5765,2.0801,5.3524,5.5965,4.0182,4.8271,2.3808,5.7318,3.7904,4.7683,3.1931,4.7948,2.2543,4.2228,1.957,4.7128,0.249
198007,12.1962,12.5888,10.3022,8.4245,9.1488,14.3976,11.189,10.1681,7.5441,7.5114,13.2328,8.263,9.339,5.4885,7.003,11.0819,9.8801,7.5068,3.2125,4.8454,11.1879,5.8682,3.3032,3.1907,5.2541
198008,11.4289,8.8597,7.2814,7.0192,5.189,8.2945,7.2118,4.1598,3.0683,3.7604,6.7341,6.4162,2.2187,1.9562,0.772,4.6626,2.3904,2.6807,0.0056,0.6885,2.0542,0.9755,1.1789,2.2081,0.0837
198009,6.6134,2.81,2.8994,1.3846,2.8966,4.5845,3.7369,3.7179,0.9065,0.8958,5.7589,2.2594,3.0316,1.4413,-1.376,5.7555,4.1511,1.9066,0.1396,0.3056,3.1026,5.918,3.2172,-1.1106,0.0314
198010,7.6531,5.4966,4.3586,3.4905,2.2085,6.7513,2.102,0.9674,3.3855,1.0056,2.679,2.3769,3.0586,1.3472,2.513,2.3053,2.9404,-1.045,-1.2623,-0.1429,0.5648,4.0907,4.7362,-1.7668,0.817
198011,16.2319,6.1193,5.7535,0.8999,1.7968,13.6087,7.3816,4.5149,6.4221,3.3574,11.6087,7.0855,3.7308,2.3054,1.75,13.2471,14.628,4.7305,2.8481,0.9782,10.5958,14.5006,18.5999,5.2796,3.9964
198012,-6.3523,-5.5273,-3.5128,-2.8933,-3.471,-5.1859,-2.3227,-2.0051,-1.4233,-0.762,-3.8744,-3.2388,-0.4556,-1.195,-0.2475,-3.6221,-4.6314,-0.8897,0.6611,-0.4707,0.0954,-5.637,-5.81,-1.327,-0.4463
198101,-4.5313,-0.1604,2.0015,1.5254,3.2236,-4.9179,-0.0323,-0.1528,1.7483,3.3516,-4.3442,-1.7204,-1.0443,2.0672,2.7457,-6.6919,-3.6273,-0.3293,0.5361,1.4343,-6.0726,-7.5057,-6.4581,0.0363,1.9864
198102,-3.34,0.0845,1.1455,2.1213,2.4316,-0.4352,1.6763,2.8482,3.4512,3.7843,2.2775,2.433,3.7701,-0.1043,1.5289,1.4282,2.8435,4.5121,1.2793,3.8027,3.2788,1.9693,-0.5789,3.1146,-0.6153
198103,7.2872,9.51,8.6379,9.1329,7.3465,7.9904,8.1769,8.0141,7.8893,7.6062,7.6649,7.7999,7.4286,9.1547,7.0587,8.8895,6.4615,8.7106,7.3662,7.6923,2.9721,3.1656,0.1739,3.433,8.1673
198104,3.0535,4.752,3.6553,4.7325,5.4892,1.6151,3.6712,3.6613,3.7131,3.7851,2.0933,3.4207,1.5376,0.9109,4.0805,0.0273,-0.9791,0.5237,0.2978,1.7136,-2.7168,-4.301,-2.7073,2.1239,-2.9574
198105,5.0241,5.0299,4.3762,2.4919,2.8025,6.2467,2.3007,2.6848,0.2891,2.3235,2.1731,3.8547,2.7841,1.5169,5.3393,3.6175,1.9355,2.0675,1.0738,3.3551,1.6342,-2.1621,-2.0263,3.8169,0.5521
198106,-7.1398,-0.3495,1.2033,2.7162,1.1602,-7.0404,-0.6109,-0.6261,-0.1153,1.8235,-5.0744,-0.2099,-0.2903,2.2813,-2.3453,-5.2189,-1.8356,0.7062,2.6104,-0.5687,-4.4196,1.1393,3.4274,-0.8594,1.0217
198107,-4.5286,-3.2132,-2.783,-2.1608,-2.3972,-2.5867,-3.3733,-0.584,-1.5322,-1.9831,-1.0692,-2.288,-2.9688,-2.8628,-0.4897,2.0289,-0.9423,-2.4151,-2.5752,-3.3042,1.5944,2.9775,-2.0591,-2.171,0.6027
198108,-12.6915,-8.6543,-7.4826,-5.6555,-5.0437,-10.3831,-8.0971,-4.8723,-5.2077,-5.6208,-8.6054,-5.988,-5.5096,-5.5683,-3.4481,-6.8051,-6.2454,-3.8631,-5.2951,-3.2276,-6.1253,-6.7299,-5.7615,-5.1307,-0.3927
198109,-13.5761,-8.2168,-7.3593,-6.6097,-6.2365,-10.1958,-6.961,-6.4075,-3.1335,-5.5553,-9.2036,-6.0103,-5.9897,-1.8324,-3.7586,-9.3521,-8.1003,-6.4203,-3.716,-4.3618,-6.1023,-6.2582,-6.2725,-2.1958,0.4798
198110,10.4295,8.1557,8.4116,6.9763,4.946,11.4589,5.9537,6.8915,7.5233,6.0791,10.7227,5.4191,7.246,5.457,3.8381,10.0782,8.057,4.9354,4.1359,3.6878,7.8413,7.6518,2.6615,1.5943,4.8069
198111,-1.1239,2.1105,3.9328,2.7241,3.9781,1.5026,5.5168,4.6403,6.0621,5.5714,0.4186,2.8584,4.3648,3.1772,4.9705,3.86,4.1319,2.7062,7.2542,4.7422,3.5029,5.9596,5.1832,4.4416,3.7671
198112,-4.2741,-1.8607,-0.3872,-0.5675,-1.0509,-1.7853,-0.2233,-1.9589,-2.4368,-1.6236,-1.9549,-2.0406,-1.0462,-1.2655,-3.0923,-3.2083,-2.3838,-1.3675,-2.6568,-2.3696,-2.99,-3.3525,-3.7904,-2.0612,-1.7945
198201,-3.1569,-0.5271,-1.5719,-1.4631,-0.2249,-5.4736,-3.0865,-4.25,-2.9492,0.2414,-6.1579,-3.4881,-4.8675,-2.2367,1.4826,-6.6331,-4.0643,-3.8563,-1.4825,-1.7063,-0.3608,-3.7906,-2.8175,-1.0953,1.4328
198202,-7.9132,-4.0118,-2.8117,-2.9004,-0.8965,-7.3656,-4.4325,-4.2735,-0.9728,-0.4991,-7.8029,-2.8672,-1.4886,-2.8758,0.1965,-6.9485,-6.1246,-3.5456,-0.1764,0.6974,-7.4004,-7.392,-2.6849,-1.1907,-3.9196
198203,-2.0385,-0.1535,-1.2248,-0.2932,0.1258,-3.7955,0.2237,-1.1749,1.7461,1.8519,-2.2236,-0.3496,1.2911,-0.2918,2.8302,-3.1775,-1.8191,0.2568,0.1221,1.0514,-3.2572,0.2177,-1.5383,2.5956,2.036
198204,6.5037,6.3908,5.4695,4.6594,4.4484,6.6945,6.9618,5.6809,4.3945,4.1959,6.1802,5.9538,4.5122,4.9545,4.8995,6.1597,5.0969,4.2843,3.8013,5.0231,6.6246,3.8889,2.9793,3.0565,0.5463
198205,-3.1032,-1.6628,-0.0933,-0.9634,-0.6443,-3.9526,-3.9976,-2.6785,-1.9232,-1.9871,-3.3963,-2.3212,-3.2789,-1.2799,-1.1152,-4.7067,-4.501,-3.7004,-4.1293,-2.7762,-4.0482,-1.6945,-1.478,-3.3992,-1.258
198206,-4.4118,-3.0483,-2.5744,-1.1747,-1.2979,-4.3027,-1.1037,-1.506,-0.5253,-1.2855,-4.2059,-0.3733,-0.4936,-2.0657,-1.9618,-4.5315,-2.9382,-0.8235,-1.2697,0.5051,-2.6379,-1.3013,-0.6041,-1.8226,-2.8775
198207,-3.7491,-2.6505,0.301,-0.692,-0.456,-3.518,1.5301,-0.3657,-0.1188,-1.1446,-1.8558,-0.5137,-2.3585,-3.019,-1.9545,-1.3756,-4.0745,-2.4301,-3.6882,-2.8109,0.6359,-3.7663,-4.437,-1.9919,-1.8293
198208,4.817,7.2886,6.7357,5.1421,5.6486,7.9468,8.3816,9.9738,8.0064,8.4406,10.8526,11.0726,11.7385,11.1155,11.043,12.094,12.8492,10.3538,12.6791,14.0089,11.2424,11.8461,13.0059,13.7757,12.4624
198209,2.3092,2.3854,5.6028,3.945,4.3994,2.317,2.9421,5.0153,5.492,5.7738,3.2245,5.6059,4.1834,4.2622,2.1036,2.7372,2.2013,7.6492,2.6434,-0.0277,1.6767,2.0403,1.1921,-0.1316,0.1622
198210,17.6478,13.4818,13.3629,12.6471,11.8218,17.4629,12.2334,13.4289,10.3913,11.1225,15.1871,13.5818,12.4879,13.7978,12.587,15.5691,14.8968,12.3427,12.6816,12.833,11.5235,11.2694,10.3866,11.3087,5.9471
198211,9.036,10.5163,11.7169,10.2217,10.4903,9.6223,9.0574,8.0457,7.6682,8.7863,10.4702,8.6452,6.4647,5.0817,8.9508,7.332,6.983,4.278,5.5283,7.2974,7.2306,3.9566,1.2594,2.9626,1.6746
198212,2.6347,2.1803,2.0458,2.3009,2.3279,-0.2159,2.2526,1.0654,0.4957,0.8153,0.7161,0.4258,-0.7607,0.2759,2.3736,0.7925,0.1385,2.4606,0.2051,2.6453,2.3542,-0.0115,1.1477,0.3894,5.9237
198301,13.5411,8.5308,8.7941,9.0064,7.2529,8.1048,8.0219,3.5397,4.7751,4.7523,6.4543,2.855,4.049,3.168,3.8983,5.0992,3.4321,2.568,2.6208,2.0805,2.1044,3.0868,3.7726,6.0895,2.7655
198302,3.1034,4.726,8.2425,7.4437,8.87,5.0447,5.0756,7.9278,5.9805,5.2054,5.1754,4.7526,5.5034,4.2133,5.3429,4.8585,2.9015,2.8107,3.2033,4.4774,2.3932,3.8857,3.1667,1.1324,2.4051
198303,2.8441,5.6153,6.7393,4.6334,7.3494,1.6812,4.037,6.6138,7.1333,4.8148,2.1262,6.6206,4.7626,7.6333,4.9419,0.6516,2.6598,4.3802,5.7158,5.1438,3.3111,2.6373,4.1459,3.4663,1.8321
198304,7.3642,7.3954,8.709,9.4601,9.0061,8.0174,8.1961,8.8683,7.6858,7.9592,6.6769,7.1915,7.3363,6.6164,6.3484,5.0465,5.7408,7.6229,6.9514,6.2267,6.6211,6.0389,8.7683,9.0265,7.2351
198305,11.9439,10.262,8.7039,8.4864,7.7362,5.6723,6.1384,5.2108,3.8551,4.832,5.7073,5.3145,2.5423,2.1393,1.4312,4.7024,5.5011,4.7018,1.8677,1.0414,-1.0199,-2.1419,-0.4699,-1.6135,1.1688
198306,4.1397,6.8721,3.7255,3.0425,4.2115,6.8495,5.4705,1.4543,3.3108,3.1022,4.7776,5.3984,4.8538,1.7208,1.199,6.4635,4.7312,4.059,-1.3705,1.8766,5.9021,5.325,2.7962,1.666,0.6532
198307,-6.1106,-2.271,-0.8034,0.6984,0.7163,-7.2225,-4.5482,-0.8454,1.6356,0.9916,-6.2846,-2.9338,2.6576,0.976,0.6612,-4.4589,-3.3558,-4.7212,-0.8257,-0.5698,-4.8416,-5.9171,-3.1617,-0.5631,-2.1701
198308,-6.0363,-3.7154,-2.5032,-3.6725,-1.1403,-5.3884,-3.3604,-2.8193,-1.057,0.691,-3.7922,-4.2236,-1.4953,-0.8581,2.6893,-2.8014,-1.9501,0.0468,2.7634,3.6887,-0.6592,-0.3856,0.1483,4.455,6.6197
198309,-3.0657,0.1927,0.5367,1.6202,1.6406,1.132,1.388,3.9653,4.8324,3.659,1.8458,4.0863,2.7893,4.9452,6.7709,3.3791,2.0684,3.1167,2.7502,1.5007,2.871,1.9984,1.993,-1.1194,0.5044
198310,-10.4918,-6.2289,-5.0505,-3.5882,-2.9299,-10.1852,-7.3153,-4.0892,-1.8295,-2.9897,-8.3974,-4.479,-2.7653,-0.6852,-1.7183,-7.4105,-2.1754,-2.1626,-1.6458,-0.4166,-2.4922,-2.2756,-0.0642,-0.1712,-0.6737
198311,3.6856,3.4876,3.4962,2.8469,4.4021,5.7661,5.1946,4.7753,5.1806,4.8726,6.3596,4.111,4.623,4.109,3.9486,5.7359,2.5891,4.7794,4.8262,3.7993,1.1974,2.9471,2.8,1.5768,0.6209
198312,-5.0658,-1.4665,-0.5928,-0.3977,0.7554,-3.0932,-1.187,0.0748,-0.0908,-0.0084,-3.169,-1.0263,-0.3648,-1.0594,1.2712,-3.3953,-0.7573,-2.6375,-1.8711,-0.5361,-0.0421,0.1766,-2.3629,-0.8379,0.5409
198401,-1.9586,-1.0213,0.0901,1.1447,3.162,-6.3152,-1.3855,-0.3686,0.2358,3.6682,-7.0206,-4.5765,-2.3508,0.3676,-0.1635,-7.7415,-3.2968,-1.5704,-0.3962,0.4633,-5.6926,-0.7374,1.0511,1.7077,6.9788
198402,-7.431,-6.9639,-5.2729,-4.3145,-4.5941,-7.1849,-6.0035,-3.8665,-3.2691,-3.8221,-6.7252,-7.1459,-4.7544,-4.6678,-2.3368,-5.4535,-6.3106,-5.3536,-3.1402,-4.699,-3.7677,-5.999,-4.4236,-2.2313,0.6789
198403,-1.0223,1.3599,0.4588,1.7236,2.1453,-0.2792,1.3046,0.9495,1.1677,2.0099,0.6258,1.6167,2.1731,1.3562,3.3602,0.3799,1.282,2.2367,1.5613,4.2434,1.7899,2.9505,0.0629,1.8523,-1.4558
198404,-3.9929,-1.8142,-0.7498,-0.0679,-0.9544,-1.2839,1.468,0.6497,0.0747,-1.0626,0.0637,1.0032,-0.1405,-1.2132,0.1565,-1.5899,0.0066,-0.7104,-2.5536,-1.8442,1.4271,-0.3962,1.3179,1.5755,2.4265
198405,-6.2034,-4.5051,-5.2745,-3.3782,-3.6015,-6.1029,-4.9343,-5.0031,-3.9921,-4.1403,-5.9037,-5.4486,-5.7216,-4.0441,-6.4848,-3.9255,-3.7781,-5.3908,-5.2878,-7.5474,-5.2046,-3.3456,-6.1994,-4.1387,-6.0545
